Name	L	T	K	F	R	N	S	LF	LF_B
Scilla bifolia	5	7	5	7	7	6	0	G	V
Scilla non-scripta	5	6	1	5	7	6	0	G	V
Scirpus radicans	7	6	6	9=	7	6	0	G	S
Scirpus sylvaticus	6	5	4	8	4	4	0	G	W
Scleranthus annuus	6	5	4	5	2	5	0	T	W
Scleranthus perennis	8	6	4	2	4	1	0	C, H	W
Scleranthus polycarpos (biennis)	9	4	3	2	3	1	0	T	S
Scleranthus verticillatus (collinus)	9	7	4	2	6	1	0	T	S
Sclerochloa dura	9	7	8	4~	8	5	1	T	S
Scolochloa festucacea	8	6	8	10	8	6	0	H	S
Scorzonera austriaca	7	7	7	3~	8	2	0	H	S
Scorzonera hispanica	7	7	6	4	8	3	0	H	S
Scorzonera humilis	7	6	5	7	5	2	0	H	S
Scorzonera parviflora	8	6	8	7	8	4	5	H	S
Scorzonera purpurea	8	7	6	2	8	2	0	H	S
Scrophularia auriculata (aquatica)	8	7	1	9=	6	7	0	H, A	S
Scrophularia canina	8	8	2	4	8	3	0	H	S
Scrophularia nodosa	4	5	3	6	6	7	0	H	S
Scrophularia umbrosa (alata)	7	6	5	9=	8	7	0	H, A	W
Scrophularia vernalis	5	6	5	5	7	7	0	H	S
Scutellaria galericulata	7	6	5	9=	7	6	0	H	S
Scutellaria hastifolia	7	7	6	8=	7	5	0	H	S
Scutellaria minor	7	6	2	9	2	3	0	H	S
Sedum acre	8	6	3	2	x	1	1	C	W
Sedum album	9	x	2	2	x	1	0	C	W
Sedum alpestre	8	2	2	5	4	2	0	C	W
Sedum annuum	9	3	3	3	4	1	0	T	S
Sedum atratum	9	2	2	5	8	?	0	T, H	W
Sedum dasyphyllum	7	x	2	3	x	?	0	C	W
Sedum forsteranum	8	7	1	3	4	1	0	C	W
Sedum rubens (Crassula rubens)	7	7	2	3	x	3	0	T	S
Sedum rupestre agg. (reflexum)	7	5	4	2	5	1	0	C	W
Sedum sexangulare (mite)	7	5	4	2	6	1	0	C	W
Sedum spurium	8	6	4	3	5	3	0	C	W
Sedum telephium maximum	8	6	4	3	5	3	0	H	S
Sedum telephium telephium	7	6	x	4	7	x	0	H, G	S
Sedum telephium vulgaris (fabaria)	9	4	2	3	4	2	0	H	S
Sedum villosum	9	5	2	9	4	1	0	T	S
Selaginella helvetica	5	5	4	5	8	2	0	C	I
Selaginella selaginoides	8	3	3	7	7	3	0	C	I
Selinum carvifolia	7	5	5	7	5	3	0	H	S
Sempervivum arachnoideum	9	3	4	2	2	1	0	C	W
Sempervivum montanum	8	2	2	3	2	1	0	C	W
Sempervivum tectorum	8	x	2	2	4	x	0	C	W
Senecio abrotanifolius ssp. abrotanifolius	7	3	4	4	7	2	0	C, Z	W
Senecio alpinus (cordatus)	7	3	4	6	8	9	0	H	S
Senecio aquaticus	7	6	2	8	4	5	0	H	S
Senecio congestus (tubicaulis)	9	6	7	9=	7	7	0	H	S
Senecio doronicum	8	2	4	5	8	3	0	H	S
Senecio erraticus	8	6	2	6	x	6	0	H	S
Senecio erucifolius	8	6	4	3~	8	4	0	H	S
Senecio fluviatilis	7	7	5	9=	7	8	0	H	S
Senecio fuchsii (ovatus)	7	x	4	5	x	8	0	H	S
Senecio gaudinii (ovirensis)	8	3	4	6	8	8	0	H	S
Senecio helenitis (spathulifolius)	7	6	2	7	x	2	0	H	S
Senecio helenitis ssp. salisburgensis	8	6	2	8	x	2	0	H	S
Senecio hercynicus (nemorensis)	7	4	7	6	x	8	0	H	S
Senecio inaequidens	8	7	?	3	7	3	0	C, H	W
Senecio incanus ssp. carniolicus	8	2	5	5	1	1	0	H	W
Senecio integrifolius	7	6	7	4~	8	?	0	H	S
Senecio jacobaea	8	5	3	4~	7	5	0	H	S
Senecio paludosus	7	6	4	9=	x	6	0	H	S
Senecio rivularis	6	4	4	8	6	5	0	H	S
Senecio rupestris	8	3	4	5	7	8	0	T, H	S
Senecio subalpinus	6	4	4	8	7	7	0	H	S
Senecio sylvaticus	8	6	3	5	5	8	0	T	S
Senecio vernalis	7	6	6	4	7	6	1	T, H	W
Senecio viscosus	8	6	4	3	x	4	0	T	S
Senecio vulgaris	7	x	x	5	x	8	0	T, H	W
Serratula tinctoria	6	6	5	x	7	3	0	G, H	W
Seseli annuum	8	7	5	3	9	2	0	H	S
Seseli hippomarathrum	9	8	6	2	9	1	0	H	S
Seseli libanotis ssp. libanotis	7	x	5	3	8	2	0	H	S
Sesleria ovata (Psilathera ovata)	8	1	4	5	8	2	0	H	W
Sesleria uliginosa (caerulea)	8	5	4	8	8	2	0	H	W
Sesleria varia (albicans)	7	3	2	4	9	3	0	H	W
Setaria glauca (pumila)	7	7	4	4	5	6	0	T	S
Setaria italica	8	8	5	4	7	8	0	T	S
Setaria verticillata (agg.)	7	7	4	4	x	7	0	T	S
Setaria verticillata decipiens (gussonei)	7	7	7	4	7	6	0	T	S
Setaria viridis	7	6	x	4	x	7	0	T	S
Sherardia arvensis	6	6	3	4	7	5	0	T	W
Sibbaldia procumbens	7	2	3	7	2	4	0	H	W
Sigesbeckia cordifolia	7	6	?	6	8	8	0	T	S
Silaum silaus (Silaus pratensis)	7	6	5	x~	7	3	0	H	S
Silene acaulis	9	1	3	4	8	1	0	C	I
Silene armeria	7	7	4	4	5	2	0	T	S
Silene chlorantha	7	6	8	2	8	2	0	H	S
Silene conica	9	7	4	2	5	2	0	T	S
Silene dichotoma	7	7	4	4	x	6	0	T	S
Silene dioica (Melandrium rubrum)	x	x	4	6	7	8	0	H	S
Silene exscapa	9	1	5	4	2	1	0	C	I
Silene gallica	7	7	3	4	7	6	0	T	S
Silene linicola	7	7	4	4	8	4	0	T	S
Silene nemoralis (italica ssp. nemor.)	7	6	4	x	8	x	0	H	S
Silene noctiflora (Melandrium noct.)	7	6	4	3~	8	5	0	T	S
Silene nutans	7	x	5	3	7	3	0	H	S
Silene otites	8	7	7	2	7	2	0	H	S
Silene pratensis (alba)	8	6	x	4	x	7	0	H	S
Silene pusilla (Heliosperma quadr.)	8	3	4	9=	9	2	0	C	S
Silene rupestris	9	3	2	3	3	1	0	H	S
Silene vulgaris (inflata)	8	x	x	4~	7	4	0b	H, C	S
Silene vulgaris ssp. glareosa (willdenowii)	9	2	?	5	8	2	0	H, C	S
Sinapis arvensis	7	5	3	x	8	6	0	T	W
Sisymbrium altissimum (pannonicum)	8	6	7	4	7	4	0	T, H	W
Sisymbrium austriacum (pyrenaicum)	7	6	4	4	8	7	0	H, T	S
Sisymbrium irio	8	8	3	3	7	5	0	T	W
Sisymbrium loeselii	7	6	7	4	7	5	0	H, T	W
Sisymbrium officinale	8	6	5	4	x	7	0	T	S
Sisymbrium strictissimum	6	7	4	6	8	7	0	H	S
Sisymbrium supinum (Braya supina)	8	7	4	7=	7	5	1	T, H	S
Sisymbrium volgense	8	6	8	3	8	4	0	H	S
Sium latifolium	7	6	4	10	7	7	0	A, H	W
Solanum dulcamara	7	5	x	8~	x	8	0	Nli	S
Solanum luteum	8	7	3	5	7	7	0	T	S
Solanum nigrum	7	6	3	5	7	8	0	T	S
Solanum nitidibaccatum	8	7	?	4	5	7	0	T	S
Solanum sarachoides	8	6	4	3	7	5	0	T	S
Soldanella alpina	7	2	4	7	8	x	0	H	W
Soldanella minima	8	3	4	7	8	3	0	H	W
Soldanella montana	5	4	4	6	2	2	0	H	W
Soldanella pusilla	7	1	4	7	2	3	0	H	W
Solidago canadensis	8	6	5	x	x	6	0	H, G	W
Solidago gigantea	8	6	5	6	x	7	0	H, G	W
Solidago graminifolia	8	6	x	7	7	7	0	H, G	W
Solidago virgaurea ssp. virgaurea	5	x	x	5	x	4	0	H	W
Solidago virgaurea ssp. minuta (alpestris)	5	3	x	5	2	3	0	H	W
Sonchus arvensis	7	5	x	5~	7	x	1	G, H	S
Sonchus asper	7	5	x	6	7	7	1	T	S
Sonchus oleraceus	7	6	x	4	8	8	0	T, H	S
Sonchus palustris	7	6	6	8~	7	7	1	H	S
Sorbus aria agg.	(6)	5	2	4	7	3	0	P, N	S
Sorbus aucuparia	(6)	x	x	x	4	x	0	P, N	S
Sorbus chamae-mespilus	7	3	4	4	8	3	0	N	S
Sorbus danubialis	(6)	6	4	3	8	3	0	P, N	S
Sorbus domestica	(4)	8	4	4	8	3	0	P	S
Sorbus intermedia (suecica)	(6)	5	2	x	x	x	0	P, N	S
Sorbus mougeotii (aucuparia x aria)	8	4	4	3	4	2	0	N	S
Sorbus torminalis	(4)	7	4	4	7	4	0	P, N	S
Sorghum halepense	8	7	?	6~	7	7	0	H	S
Sparganium angustifolium (affine)	8	x	3	11	3	1	0	A	W
Sparganium emersum (simplex)	7	6	3	10	6	7	0	A	W
Sparganium erectum (ramosum)	7	6	5	10	7	7	0	A	W
Sparganium minimum (natans)	7	5	5	11	5	3	0	A	W
Spartina x townsendii agg. (anglica)	8	5	2	9=	8	3	8	H, G	W
Spergula arvensis	6	5	3	5	3	6	0	T	W
Spergula pentandra agg.
Spergula pentandra morisonii (vernalis)	9	5	4	3	x	2	0	T	V
Spergula pentandra pentandra	9	6	4	2	6	1	0	T	V
Spergularia echinosperma	8	6	4	7=	7	8	0	T	W
Spergularia media	7	6	x	7=	7	5	8	H, C	W
Spergularia rubra	7	5	x	5~	3	4	0	T, H	W
Spergularia salina (marina)	7	6	x	7=	9	?	9	H	W
Spergularia segetalis	9	6	2	8	4	x	0	T	S
Spiraea salicifolia (x billardii)	7	6	7	8=	6	6	0	N	S
Spiranthes aestivalis	9	5	3	8	8	2	0	G	W
Spiranthes spiralis (autumnalis)	8	6	2	4	5	2	0	G, H	S
Spirodela polyrhiza	7	6	5	11	6	6	1	A	S
Stachys alpina	7	4	2	5	9	8	0	H	S
Stachys annua	7	6	4	3	8	4	0	T	S
Stachys arvensis	7	6	2	5	3	6	0	T	S
Stachys germanica	7	7	4	3	8	5	0	H	S
Stachys palustris	7	5	x	7~	7	6	0	G	S
Stachys recta	7	6	4	3	9	2	0	H	S
Stachys sylvatica	4	x	3	7	7	7	0	H	S
Staphylea pinnata	7	7	4	5	8	4	0	N	S
Stellaria crassifolia	9	5	7	9	x	3	0	H	W
Stellaria graminea	6	x	x	5	4	3	0	H	S
Stellaria holostea	5	6	3	5	6	5	0	C	I
Stellaria longifolia (diffusa)	4	4	7	7	2	2	0	H	W
Stellaria media agg.	6	x	x	x	7	8	0	T	W
Stellaria nemorum	4	x	4	7	5	7	0	H	W
Stellaria palustris	5	5	7	9~	4	2	0	H	W
Stellaria uliginosa (alsine)	5	4	3	8	4	4	0	H	W
Stipa capillata	8	7	8	2	8	2	0	H	S
Stipa pennata agg.
Stipa pennata bavarica	9	6	?	1	7	1	0	H	S
Stipa pennata eriocaulis	9	7	8	2	8	?	0	H	S
Stipa pennata eriocaulis - ssp. austriaca	9	6	8	2	8	?	0	H	S
Stipa pennata eriocaulis - ssp. lutetiana	9	8	7	2	7	?	0	H	S
Stipa pennata joannis	8	7	8	2	7	2	0	H	S
Stipa pennata pulcherrima (grafiana)	9	8	7	1	8	1	0	H	S
Stipa pennata tirsa (stenophylla)	8	7	8	3	6	2	0	H	S
Stratiotes aloides	7	6	5	11	8	6	0	A	S
Streptopus amplexifolius	5	3	4	5	6	6	0	G	S
Suaeda maritima	8	6	x	8=	7	7	8	T	S
Subularia aquatica	8	4	3	10	2	1	0	A, T	W
Succisa pratensis	7	5	3	7	x	2	0	H	S
Succisella inflexa (Succisa inflexa)	8	6	4	8	5	2	0	H	S
Swertia perennis	7	4	7	9	8	3	0	H	W
Symphytum asperum	8	6	?	5	x	8	0	H	S
Symphytum bulbosum	5	8	3	5	6	7	0	G	S
Symphytum officinale agg.	7	6	3	7	x	8	0	H, G	S
Symphytum tuberosum ssp. nodos.	4	x	4	6	7	5	0	G	S
Tamus communis	6	8	2	5	8	5	0	Gli	S
Tanacetum alpinum	8	2	4	7	2	2	0	H	W
Tanacetum corymbosum	6	7	5	4	7	4	0	H	S
Tanacetum vulgare	8	6	4	5	8	5	0	H	S
Taraxacum alpestre agg. (nigricans-Gr.)	7	3	4	5	7	6	0	H	S
Taraxacum alpinum agg. (apennin.-Gr.)	8	2	4	6	8	6	0	H	S
Taraxacum cucullatum agg.	8	2	4	6	6	4	0	H	S
Taraxacum fontanum agg.	8	3	3	9	6	5	0	H	S
Taraxacum laevigatum agg. (fulvum-Gr.)	8	6	5	3	7	2	0	H	S
Taraxacum obliquum agg. (simile-Gr.)	9	6	4	3	6	4	0	H	S
Taraxacum officinale agg.	7	x	x	5	x	8	1	H	W
Taraxacum palustre agg.	8	x	2	8~	8	2	0	H	S
Taraxacum spectabile agg. (praest.-Gr.)	8	6	2	7	4	3	?	H	S
Taxus baccata	(4)	5	2	5	7	x	0	P	I
Teesdalia nudicaulis	8	6	2	3	1	1	0	T, H	V
Telekia speciosa (Buphthalmum sp.)	7	6	4	7	7	7	0	H	S
Tetragonolobus maritimus (siliquosus)	8	7	4	x	9	1	1	H	W
Teucrium botrys	9	6	4	2	8	2	0	T, H	S
Teucrium chamaedrys	7	6	4	2	8	1	0	Z	I
Teucrium montanum	8	5	4	1	9	1	0	Z	I
Teucrium scordium agg.	7	7	5	8=	8	4	1	H	W
Teucrium scorodonia	6	5	2	4	2	3	0	H	W
Thalictrum aquilegiifolium	5	x	4	8=	7	7	0	H	S
Thalictrum flavum	7	6	5	8~	8	5	0	H	S
Thalictrum lucidum	7	x	5	8	7	3	0	H	S
Thalictrum minus	6	x	7	3	8	3	0	H	S
Thalictrum simplex	8	6	7	6~	8	2	0	H	S
Thalictrum simplex ssp. galioides	8	6	?	6~	8	2	0	H	S
Thelypteris limbosperma	4	4	2	6~	3	5	0	H	S
Thelypteris palustris	5	6	x	8	5	6	0	G	S
Thelypteris phegopteris	2	4	3	6	4	6	0	G	S
Thesium alpinum	8	3	4	4	8	2	0	Hhp	S
Thesium bavarum (montanum)	7	6	4	3~	8	2	0	Ghp	S
Thesium ebracteatum	7	6	6	4	2	2	0	Ghp	S
Thesium linophyllon	8	7	5	2	8	1	0	Ghp	S
Thesium pyrenaicum (pratense)	8	4	4	4~	4	2	0	Hhp	S
Thesium rostratum	6	5	5	3~	9	2	0	Ghp	S
Thlaspi alliaceum	6	7	2	4	8	5	0	T	S
Thlaspi alpestre agg. (caerulescens)	8	4	2	5	5	4	0	H, C	S
Thlaspi arvense	6	5	x	5	7	6	0	T	S
Thlaspi calaminare	8	6	2	5	6	1	0B	H, C	S
Thlaspi montanum	6	5	4	4~	9	2	0	C	W
Thlaspi perfoliatum	8	6	5	4	8	2	0	T	V
Thlaspi rotundifolium	9	2	4	5	9	3	0	C	W
Thymelaea passerina	7	7	6	4	8	4	0	T	S
Thymus praecox	8	6	5	3	8	1	0	C	I
Thymus praecox ssp. polytrichus	8	3	5	4	8	1	0	C	I
Thymus pulegioides ssp. pulegioides	8	x	4	4	x	1	0	C	I
Thymus pulegioides ssp. carniolicus	8	7	4	2	8	1	0	C	I
Thymus serpyllum	7	6	5	2	5	1	0	Z	I
Tilia cordata	(5)	5	4	5	x	5	0	P	S
Tilia platyphyllos	(4)	6	2	6	x	7	0	P	S
Tofieldia calyculata	8	x	4	8	8	2	0	H	W
Tofieldia pusilla ssp. pusilla	8	2	?	8	7	1	0	H	W
Tolpis staticifolia	9	4	4	4~	8	2	0	H	W
Tordylium maximum	7	8	4	3	5	5	0	H, T	S
Torilis arvensis (infesta)	7	7	3	4	9	4	0	T	S
Torilis japonica agg. (anthriscus)	6	6	3	5	8	8	0	T, H	S
Torilis nodosa	8	6	3	4	7	6	0	T	S
Tozzia alpina	5	2	4	6	8	7	0	G	S
Tragopogon dubius (major)	8	7	4	4	8	4	0	H	S
Tragopogon pratensis agg.
Tragopogon pratensis orientalis	7	x	5	5	7	6	0	H	S
Tragopogon pratensis pratensis	7	6	3	4	7	6	0	H	S
Tragopogon sinuatus (porrifolius)	8	6	?	4	7	?	0	H, T	S
Tragus racemosus	8	8	3	4	x	7	0	T	S
Trapa natans	8	7	5	11	6	8	0	A	S
Traunsteinera globosa	7	3	4	5	8	3	0	G	S
Trichophorum alpinum (Eriophorum a.)	8	4	4	10	2	2	0	G	W
Trichophorum cespitosum agg. (Scirpus c.)
Trichophorum cespitosum cespitosum (austr.)	8	4	3	9	1	1	0	H	W
Trichophorum cespitosum germanicum	8	5	2	9	1	1	0	H	W
Trientalis europaea	5	5	7	x	3	2	0	G	S
Trifolium alpestre	7	6	4	3~	6	3	0	H	S
Trifolium alpinum	8	2	4	4	2	2	0	H	W
Trifolium arvense	8	6	3	3	2	1	0	T	W
Trifolium aureum (strepens)	7	6	4	4	4	2	0	T, H	S
Trifolium badium	8	2	4	6	8	x	0	H	W
Trifolium campestre	8	6	3	4	6	3	0	T	S
Trifolium dubium (minus)	6	6	3	4	6	4	0	T	S
Trifolium fragiferum	8	6	5	7=	8	7	4	H	W
Trifolium hybridum	7	6	5	6	7	5	0	H	S
Trifolium medium ssp. medium	7	6	4	4	6	3	0	H	S
Trifolium micranthum	9	6	3	7~	x	x	0	T	S
Trifolium montanum	8	x	4	3~	8	2	0	H	S
Trifolium ochroleucon	7	7	4	4~	8	2	0	H	S
Trifolium ornithopoides (Trigonella o.)	9	6	2	3	x	?	0	T	S
Trifolium pallescens	8	3	4	5	5	2	0	H	S
Trifolium pratense	7	x	3	5	x	x	0	H	W
Trifolium pratense ssp. nivale	8	2	3	5	6	6	0	H	W
Trifolium repens	8	x	x	5	6	6	1	C, H	W
Trifolium resupinatum	8	7	3	6~	7	5	2	T, H	W
Trifolium retusum (parviflorum)	8	7	6	3	7	?	0	H	W
Trifolium rubens	7	6	4	3	8	2	0	H	S
Trifolium scabrum	9	9	3	2	9	1	0	T	S
Trifolium spadiceum	7	4	4	8	3	3	0	T, H	S
Trifolium striatum	8	7	3	3	2	1	1	T, H	S
Trifolium thalii	7	2	2	5	8	x	0	H	S
Triglochin maritimum	8	6	x	7=	x	5	8	H	W
Triglochin palustre	8	x	x	9=	x	1	3	H	W
Trinia glauca	9	8	5	1	8	1	0	H	S
Tripleurospermum maritimum	9	6	3	6=	7	8	6	T	W
Tripleurosper perforatum (inodorum)	7	6	3	x	6	6	0	T	W
Trisetum distichophyllum	8	2	4	5	9	2	0	G, H	S
Trisetum flavescens	7	x	5	x	x	5	0	H	S
Trisetum spicatum ssp. ovatipaniculat.	9	1	4	5	7	1	0	H	S
Trollius europaeus	9	3	5	7	6	5	0	H	S
Tuberaria guttata (Helianthemum g.)	9	7	2	2	5	1	0	T	S
Tulipa sylvestris	7	7	4	4	7	5	0	G	V
Turgenia latifolia	8	7	5	3	9	3	0	T	S
Tussilago farfara	8	x	3	6~	8	x	0	G	S
Typha angustifolia	8	7	5	10	7	7	1	A, H	S
Typha latifolia	8	6	5	10	7	8	1	A, H	S
Typha minima agg.	8	x	7	9=	8	2	0	H, A	S
Typha shuttleworthii	8	3	4	10	8	3	0	A	S
Ulex europaeus	7	6	1	5	3	2	0	N	W
Ulmus glabra (scabra)	(4)	5	3	6	7	7	0	P	S
Ulmus laevis (effusa)	(4)	6	5	8=	7	7	0	P	S
Ulmus minor agg. (campestris)	(5)	7	5	x~	8	x	0	P	S
Urtica dioica	x	x	x	6	7	9	0	H	S
Urtica kiovensis	8	6	6	10	7	6	0	H	S
Urtica urens	7	6	x	5	x	8	0	T	S
Utricularia bremii	8	7	4	12	3	2	0	A	S
Utricularia intermedia agg.
Utricularia intermedia intermedia	8	6	x	12	8	1	0	A	S
Utricularia ochroleuca intermedia	7	6	2	12	3	1	0	A	S
Utricularia minor agg.	8	6	x	12	6	2	0	A	S
Utricularia vulgaris agg.
Utricularia vulgaris australis (neglecta)	9	6	2	12	5	3	0	A	S
Utricularia vulgaris vulgaris	7	6	x	12	5	4	0	A	S
Vaccaria hispanica (pyramidata)	7	6	7	2	9	3	0	T	S
Vaccinium macrocarpon (Oxycoccus m.)	7	5	3	8	1	3	0	Z	I
Vaccinium myrtillus	5	x	5	x	2	3	0	Z	S
Vaccinium oxycoccos microcarpum	8	4	6	9	1	1	0	Z	I
Vaccinium oxycoccos oxycoccos (Oxyc. palustr.)	7	5	3	9	x	1	0	Z	I
Vaccinium uliginosum agg.
Vaccinium uliginosum gaultheroides	8	3	4	5	3	2	0	Z	S
Vaccinium uliginosum uliginosum	6	x	5	x	1	3	0	Z	S
Vaccinium vitis-idaea	5	x	5	4~	2	1	0	Z	I
Valeriana dioica	7	x	2	8	5	2	0	H	S
Valeriana montana	8	2	2	5	9	2	0	H	S
Valeriana officinalis agg.
Valeriana officinalis officinalis (exaltata)	7	6	5	8~	7	5	0	H	S
Valeriana officinalis pratensis	7	8	4	7	9	2	0	H	S
Valeriana officinalis procurrens (repens)	7	6	4	8=	6	6	0	H	S
Valeriana officinalis sambucifolia	7	6	5	8~	6	5	0	H	S
Valeriana officinalis versifolia	7	3	3	6	6	6	0	H	S
Valeriana officinalis wallrothii (collina)	7	x	4	4	7	4	0	H	S
Valeriana saxatilis	8	2	4	4	9	2	0	H	S
Valeriana supina	8	1	4	5	9	?	0	H	S
Valeriana tripteris	7	3	2	5	x	2	0	H	S
Valerianella carinata	7	7	3	4	8	x	0	T	W
Valerianella dentata	7	6	2	4	7	x	0	T	W
Valerianella eriocarpa	7	7	3	4	8	3	0	T	S
Valerianella locusta (olitoria)	7	6	3	5	7	6	0	T	W
Valerianella rimosa	6	7	2	4	7	5	0	T	W
Vallisneria spiralis	7	8	3	12	7	7	0	A	W
Ventenata dubia (Avena tenuis)	9	8	5	3	8	3	0	T	S
Veratrum album ssp. album	7	4	4	x	7	6	0	H	S
Verbascum blattaria	8	7	7	3	7	6	1	H	S
Verbascum densiflorum (thapsiforme)	8	6	5	4	8	5	0	H	W
Verbascum lychnitis	7	6	5	3	7	3	0	H	S
Verbascum nigrum	7	5	5	5	7	7	0	H	S
Verbascum phlomoides	8	6	5	4	8	6	0	H	S
Verbascum phoeniceum	7	6	6	3	7	2	0	H	S
Verbascum pulverulentum	8	8	4	3	9	5	0	H	S
Verbascum thapsus	8	x	3	4	7	7	0	H	S
Verbena officinalis	9	6	3	5	7	7	0	H, T	S
Veronica acinifolia	8	9	2	7~	4	3	0	T	W
Veronica agrestis	6	6	2	6	7	7	0	T	W
Veronica alpina ssp. australis	7	2	2	6	x	3	0	G, H	W
Veronica anagallis-aquatica agg.
Veronica anagallis-aquatica anagallis	7	6	3	9=	x	6	0	H	W
Veronica anagallis-aquatica anagalloides	8	6	5	9=	5	5	0	T	W
Veronica anagallis-aquatica catenata (aquatica)	8	7	3	9=	7	7	0	T	W
Veronica aphylla	8	2	4	5	8	2	0	H	W
Veronica arvensis	7	6	3	x	6	x	0	T	W
Veronica austriaca agg.
Veronica austriaca austriaca (dentata)	8	6	6	3	9	2	0	C	W
Veronica austriaca prostrata	8	7	6	2	8	1	0	C	W
Veronica austriaca teucrium	7	6	5	3	8	2	0	C	W
Veronica beccabunga	7	x	3	10	7	6	0	A, H	W
Veronica bellidioides ssp. bellidioides	8	2	4	4	1	1	0	G, H	W
Veronica chamaedrys	6	x	x	5	x	x	0	C	W
Veronica chamaedrys ssp. micans	7	2	3	5	8	4	0	C	W
Veronica filiformis	7	x	4	5	5	7	0	C, H	V
Veronica fruticans (saxatilis)	8	2	2	4	x	2	0	Z	W
Veronica fruticulosa	9	3	4	5	9	2	0	C	W
Veronica hederifolia agg.	6	6	3	5	7	7	0	T	V
Veronica longifolia	7	6	7	8~	7	6	0	H	W
Veronica montana	4	5	2	7	5	6	0	C	W
Veronica officinalis	6	x	3	4	3	4	0	C	W
Veronica opaca	5	6	4	4	8	6	0	T	W
Veronica peregrina ssp. peregrina	8	7	?	8~	8	6	0	T	W
Veronica persica (tournefortii)	6	x	3	5	7	7	0	T	W
Veronica polita	5	6	3	4	8	7	0	T	W
Veronica praecox	8	8	5	2	8	1	0	T	W
Veronica prostrata	9	7	6	2	8	2	0	C	W
Veronica scutellata	8	5	3	9=	3	3	0	H	W
Veronica serpyllifolia	x	x	3	5	5	5	0	H	W
Veronica serpyllifolia ssp. humifusa	7	3	3	5	6	7	0	H	W
Veronica spicata	7	7	6	3	7	2	0	H, C	W
Veronica spuria (paniculata)	8	7	6	4	8	3	0	H	W
Veronica triphyllos	6	7	3	4	x	4	0	T	V
Veronica urticifolia (latifolia)	3	4	4	5	7	7	0	C, H	W
Veronica verna agg.
Veronica verna dillenii	8	7	6	2	5	2	0	T	W
Veronica verna verna	8	7	5	2	4	1	0	T	V
Veronica vindobonensis	7	6	4	3	8	3	0	C	W
Viburnum lantana	7	5	2	4	8	4	0	N	W
Viburnum opulus	6	5	3	x	7	6	0	N	S
Vicia cassubica	6	6	4	4~	5	3	0	Hli	S
Vicia cracca	7	5	x	6	x	x	1	Hli	S
Vicia dumetorum	6	6	4	5	8	4	0	Hli	S
Vicia grandiflora	7	7	6	4	x	x	0	T, H	S
Vicia hirsuta	7	6	5	4	x	4	0	Tli	W
Vicia lathyroides	8	7	4	2	3	2	0	T, H	W
Vicia lutea	7	7	3	4	7	5	1	T, H	S
Vicia narbonensis agg.	7	7	3	4	8	5	0	T	S
Vicia oroboides	6	5	?	5	8	?	0	H	S
Vicia orobus	7	7	1	5	5	3	0	H	S
Vicia pannonica	7	6	6	4	6	5	0	T	S
Vicia pisiformis (Ervum)	6	7	4	4	8	3	0	Hli	S
Vicia sativa agg.
Vicia sativa angustifolia	5	6	3	x	x	x	0	Tli	W
Vicia sepium	x	x	5	5	6	5	0	Hli	W
Vicia sylvatica	7	x	4	4~	8	x	0	Hli	S
Vicia tenuifolia	8	6	6	3	8	2	0	G, Hli	S
Vicia tetrasperma tenuissima	7	8	2	4	6	6	0	Tli	S
Vicia tetrasperma tetrasperma	6	6	5	5	5	5	0	Tli	W
Vicia villosa	7	6	5	4	6	5	0	T, Hli	W
Vinca minor	4	6	2	5	7	6	0	C	I
Vincetoxicum hirundinaria (officinale)	6	5	5	3	7	3	0	H	S
Viola alba	5	7	4	5	7	6	0	H	S
Viola biflora	4	3	4	6	7	6	0	H	W
Viola calaminaria (lutea ssp. c.)	8	6	3	4	8	1	0B	H	W
Viola calcarata ssp. calcarata	8	1	4	6	8	2	0	H	W
Viola canina	7	x	3	4	3	2	0	H	W
Viola canina ssp. schultzii	7	6	5	6	5	1	0	H	W
Viola cenisia	9	1	5	5	9	2	0	C	W
Viola collina	6	5	7	3	8	2	0	H	S
Viola elatior	7	7	6	8~	8	2	0	H	S
Viola epipsila	8	5	7	9=	3	2	0	H	S
Viola hirta	6	5	5	3	8	3	0	H	S
Viola mirabilis	4	5	4	5	8	x	0	H	S
Viola odorata	5	6	3	5	x	8	0	H	W
Viola palustris	6	x	3	9	2	3	0	H	W
Viola persicifolia (stagnina)	6	7	5	8~	6	3	0	H	W
Viola pumila	8	7	6	7~	6	4	0	H	W
Viola reichenbachiana (sylvatica)	4	x	4	5	7	6	0	H	W
Viola riviniana	5	x	3	4	4	x	0	H	S
Viola rupestris (arenaria)	6	5	7	3	8	2	0	H	S
Viola tricolor arvensis	6	5	x	x	x	x	0	T	W
Viola tricolor guestphalica	8	6	3	4	6	1	0B	H	S
Viola tricolor tricolor ssp. curtisii	8	7	2	3	6	3	1	H	W
Viola tricolor tricolor ssp. subalpina	8	4	x	5	5	4	0	H	W
Viola tricolor tricolor ssp. tricolor	7	x	x	4	x	x	0	H, T	W
Viscum abietis	7	5	3	-	-	-	0	Zhp ep	I
Viscum album	7	6	3	-	-	-	0	Zhp ep	I
Viscum laxum (austriacum)	7	6	3	-	-	-	0	Zhp ep	I
Vitis vinifera ssp. sylvestris	6	8	4	6	8	6	0	P, Nli	S
Vitis vinifera ssp. vinifera	9	8	3	4	7	x	0	Nli	S
Vulpia bromoides (Festuca sciur.)	9	7	2	3	4	1	0	T	S
